"year","geo","wstatus","worktime","age","sex","unit","isco08","values"
2017,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.8
2018,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.6
2019,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.4
2020,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42
2021,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.1
2022,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.7
2023,"Greece","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.7
2014,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2015,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2016,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2017,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2018,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2019,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2020,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2021,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.5
2022,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2023,"Spain","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.5
2014,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2015,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2016,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2017,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2018,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2019,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2020,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2021,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.8
2022,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2023,"European Union - 27 countries (from 2020)","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2014,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.3
2015,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2016,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.5
2017,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2018,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.1
2019,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.1
2020,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.7
2021,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.4
2022,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.9
2023,"Finland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.7
2014,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2015,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2016,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2017,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2018,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2019,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.5
2020,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.9
2021,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.3
2022,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2023,"France","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.1
2014,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2015,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2016,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2017,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2018,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2019,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2020,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.8
2021,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.8
2022,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2023,"Croatia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2014,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2015,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2016,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2017,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2018,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2019,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2020,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2021,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2022,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2023,"Hungary","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2014,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2015,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2016,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2017,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2018,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.4
2019,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.4
2020,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2021,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2022,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2023,"Ireland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2014,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",44
2015,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",44.2
2016,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.6
2017,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.1
2018,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.1
2019,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.8
2020,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.8
2021,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.1
2022,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2023,"Iceland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2014,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2015,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2016,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2017,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2018,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2019,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2020,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2021,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.8
2022,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2023,"Italy","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2014,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2015,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2016,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2017,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2018,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2019,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2020,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.7
2021,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2022,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2023,"Lithuania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2014,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.3
2015,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.2
2016,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.8
2017,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.5
2018,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.2
2019,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.4
2020,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2021,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.5
2022,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.9
2023,"Luxembourg","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.3
2014,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2015,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2016,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2017,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2018,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2019,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2020,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2021,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2022,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2023,"Latvia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2014,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.1
2015,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.9
2016,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.4
2017,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.2
2018,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",44.4
2019,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",44.5
2020,"Montenegro","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.7
2014,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.9
2015,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.7
2016,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.9
2017,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.5
2018,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.9
2019,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.1
2020,"North Macedonia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2014,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2015,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.3
2016,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.7
2017,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.1
2018,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.1
2019,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.1
2020,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2021,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39
2022,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2023,"Malta","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.8
2014,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.5
2015,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.3
2016,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2017,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.4
2018,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.1
2019,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.1
2020,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.2
2021,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.4
2022,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.4
2023,"Netherlands","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36
2014,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.8
2015,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.1
2016,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.1
2017,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.8
2018,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.8
2019,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.5
2020,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.1
2021,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.2
2022,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.4
2023,"Norway","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.1
2014,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.5
2015,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.5
2016,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.6
2017,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41.2
2018,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.6
2019,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.4
2020,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2021,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",41
2022,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.7
2023,"Poland","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.6
2014,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.5
2015,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.6
2016,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.1
2017,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.3
2018,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.2
2019,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.2
2020,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2021,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2022,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2023,"Portugal","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2014,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2015,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2016,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2017,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2018,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2019,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2020,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.4
2021,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.2
2022,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40
2023,"Romania","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2014,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.8
2015,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.4
2016,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.4
2017,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43
2018,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.1
2019,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.2
2020,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.8
2021,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.2
2022,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",43.1
2023,"Serbia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",42.6
2014,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38
2015,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.8
2016,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.2
2017,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.9
2018,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.9
2019,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.6
2020,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",36.5
2021,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.3
2022,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.3
2023,"Sweden","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",37.1
2014,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40
2015,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.2
2016,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.1
2017,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.2
2018,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2019,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.7
2020,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2021,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2022,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.5
2023,"Slovenia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.1
2014,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40
2015,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40
2016,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.9
2017,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.6
2018,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.8
2019,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40
2020,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",39.3
2021,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.9
2022,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.8
2023,"Slovakia","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",38.6
2014,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",49.7
2015,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",49.2
2016,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",48.8
2017,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",48.4
2018,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",47.5
2019,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",46.9
2020,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",44.8
2021,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",45.6
2022,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",45.9
2023,"Türkiye","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",45.8
2014,"United Kingdom","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.6
2015,"United Kingdom","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.6
2016,"United Kingdom","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.7
2017,"United Kingdom","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.6
2018,"United Kingdom","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.3
2019,"United Kingdom","Employed persons","Total","From 20 to 64 years","Males","Hour","Total",40.3
2014,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.8
2015,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.5
2016,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.5
2017,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.3
2018,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.5
2019,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.6
2020,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34
2021,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",33.7
2022,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",33.7
2023,"Austria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",33.6
2021,"Bosnia and Herzegovina","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",41.4
2022,"Bosnia and Herzegovina","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",41.5
2023,"Bosnia and Herzegovina","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",41.4
2014,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37
2015,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.1
2016,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37
2017,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2018,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2019,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.4
2020,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.7
2021,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35
2022,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.9
2023,"Belgium","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.9
2014,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.1
2015,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.2
2016,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40.2
2017,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",40
2018,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.9
2019,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.7
2020,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.4
2021,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.5
2022,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.2
2023,"Bulgaria","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39
2014,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.8
2015,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.9
2016,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37
2017,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.8
2018,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.7
2019,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.5
2020,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.7
2021,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.9
2022,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.3
2023,"Switzerland","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",36.2
2014,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.8
2015,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.8
2016,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2017,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.2
2018,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.1
2019,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.8
2020,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.7
2021,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.5
2022,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.9
2023,"Cyprus","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.4
2014,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.4
2015,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.2
2016,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.5
2017,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39.2
2018,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39
2019,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",39
2020,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38
2021,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",38.3
2022,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.7
2023,"Czechia","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",37.8
2014,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.7
2015,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.6
2016,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.7
2017,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.4
2018,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.4
2019,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",35.3
2020,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.4
2021,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.6
2022,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34.6
2023,"Germany","Employed persons","Total","From 20 to 64 years","Total","Hour","Total",34
